Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	7-7
Even with all its botches , Enigma offers all the pleasure of a handsome and well-made entertainment .	5-6
Reno himself can take credit for most of the movie 's success .	5-6
The ingenious construction ( adapted by David Hare from Michael Cunningham 's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism	7-7
More of the same from Taiwanese auteur Tsai Ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films .	5-6
I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming .	7-7
Feels as if the inmates have actually taken over the asylum .	5-6
Watching these eccentrics is both inspiring and pure joy .	8-9
( Cho 's face is ) an amazing slapstick instrument , creating a scrapbook of living mug shots .	7-7
Fantastic !	8-9
( A ) strong piece of work .	7-7
That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .	8-9
A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .	8-9
The movie is so thoughtlessly assembled .	5-6
I can easily imagine Benigni 's Pinocchio becoming a Christmas perennial .	8-9
I like that Smith , he 's not making fun of these people , he 's not laughing at them .	7-7
Never once predictable .	5-6
Hollywood 's answer to an air ball .	5-6
Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .	7-7
That old adage about women being unknowable gets an exhilarating new interpretation in Morvern Callar .	7-7
A powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .	5-6
As his circle of friends keeps getting smaller one of the characters in Long Time Dead says ` I 'm telling you , this is f \*\*\* ed ' .	5-6
Huppert and Girardot give performances of exceptional honesty .	8-9
Funny , sexy , devastating and incurably romantic .	8-9
What 's surprising is how well it holds up in an era in which computer-generated images are the norm .	7-7
Merci pour le movie .	5-6
Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .	8-9
Offers an interesting look at the rapidly changing face of Beijing .	5-6
One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .	8-9
The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects .	5-6
An interesting look behind the scenes of Chicago-based rock group Wilco ...	7-7
It 's not too racy and it 's not too offensive .	5-6
The picture runs a mere 84 minutes , but it 's no glance .	7-7
Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .	7-7
The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .	7-7
... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .	8-9
Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .	5-6
Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .	5-6
Me no lika da accents so good , but I thoroughly enjoyed the love story .	5-6
After one gets the feeling that the typical Hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen .	7-7
`` Simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .	8-9
Did the film inform and educate me ?	5-6
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .	8-9
Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .	8-9
Adam SANDLER !	5-6
The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .	8-9
Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .	5-6
I 'm guessing the director is a magician .	7-7
A moving essay about the specter of death , especially suicide .	7-7
Worth seeing just for Weaver and LaPaglia .	7-7
Did it move me to care about what happened in 1915 Armenia ?	5-6
The story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .	7-7
A compelling story of musical passion against governmental odds .	7-7
Ratliff 's two previous titles , Plutonium Circus and Purgatory County show his penchant for wry , contentious configurations , and this film is part of that delicate canon .	5-6
One of the oddest and most inexplicable sequels in movie history .	5-6
... manages to fall closer in quality to Silence than to the abysmal Hannibal .	5-6
Robert John Burke as The Monster horns in and steals the show .	5-6
Judging by those standards , ` Scratch ' is a pretty decent little documentary .	7-7
She may not be real , but the laughs are .	8-9
One of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .	5-6
A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .	8-9
Although it includes a fair share of dumb drug jokes and predictable slapstick , `` Orange County '' is far funnier than it would seem to have any right to be .	5-6
A small gem from Belgium .	8-9
The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string .	8-9
Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .	7-7
Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .	7-7
there is truth here	5-6
For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .	7-7
Some of the most inventive silliness you are likely to witness in a movie theatre for some time .	7-7
The mushy finale turns John Q into a movie-of-the-week tearjerker .	5-6
This documentary is a dazzling , remarkably unpretentious reminder of what ( Evans ) had , lost , and got back .	8-9
The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .	5-6
This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .	7-7
It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .	5-6
Sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .	5-6
For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .	5-6
Both the crime story and the love story are unusual .	5-6
One-of-a-kind near-masterpiece .	8-9
Superb production values & Christian Bale 's charisma make up for a derivative plot .	7-7
Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .	7-7
Fresh and raw like a blown-out vein , Narc takes a walking-dead , cop-flick subgenre and beats new life into it .	8-9
As played by Ryan Gosling , Danny is a frighteningly fascinating contradiction .	7-7
The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .	5-6
It has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .	5-6
This is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative .	5-6
A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .	5-6
But it does somehow manage to get you under its spell .	7-7
This is a harrowing movie about how parents know where all the buttons are , and how to push them .	5-6
Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .	8-9
The writing is clever and the cast is appealing .	8-9
A muddle splashed with bloody beauty as vivid as any Scorsese has ever given us .	5-6
The off-center humor is a constant , and the ensemble gives it a buoyant delivery .	7-7
An instance of an old dog not only learning but inventing a remarkable new trick .	5-6
You could love Safe Conduct ( Laissez Passer ) for being a subtitled French movie that is 170 minutes long .	5-6
Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .	5-6
O Fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .	5-6
Absorbing character study by André Turpin .	8-9
I am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray Richard Dawson .	8-9
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...	7-7
... certainly an entertaining ride , despite many talky , slow scenes .	5-6
Igby Goes Down is one of those movies .	5-6
Rubbo 's humorously tendentious intervention into the who-wrote-Shakespeare controversy .	7-7
Parts seem like they were lifted from Terry Gilliam 's subconscious , pressed through Kafka 's meat grinder and into Buñuel 's casings	7-7
If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .	5-6
Wilco fans will have a great time , and the movie should win the band a few new converts , too .	7-7
That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .	8-9
As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .	7-7
A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .	7-7
The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .	5-6
A family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .	7-7
There are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .	5-6
It 's worth taking the kids to .	8-9
If you are into splatter movies , then you will probably have a reasonably good time with The Salton Sea .	5-6
Infidelity drama is nicely shot , well-edited and features a standout performance by Diane Lane .	8-9
This is a visually stunning rumination on love , memory , history and the war between art and commerce .	7-7
Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown .	7-7
As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .	7-7
The byplay and bickering between the now spy-savvy siblings , Carmen ( Vega ) and Juni ( Sabara ) Cortez , anchor the film in a very real and amusing give-and-take .	8-9
Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .	7-7
Its flame-like , roiling black-and-white inspires trembling and gratitude .	7-7
With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .	8-9
Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .	7-7
Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .	7-7
It 's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet I found it weirdly appealing .	7-7
... works on some levels and is certainly worth seeing at least once .	7-7
Rarely , a movie is more than a movie .	7-7
Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .	5-6
Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .	5-6
The difference is that I truly enjoyed most of Mostly Martha while I ne	7-7
Works because Reno does n't become smug or sanctimonious towards the audience .	8-9
Could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .	5-6
The script is smart and dark - hallelujah for small favors .	7-7
In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .	5-6
Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .	8-9
But it does n't need Gangs of New York .	5-6
Great character interaction .	8-9
An engrossing and infectiously enthusiastic documentary .	8-9
Significantly better than its 2002 children 's - movie competition .	7-7
It can be safely recommended as a video\/DVD babysitter .	7-7
For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .	8-9
A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .	5-6
Hugely accomplished slice of Hitchcockian suspense .	7-7
A B-movie you can sit through , enjoy on a certain level and then forget .	7-7
Several of Steven Soderbergh 's earlier films were hailed as the works of an artist .	5-6
More sophisticated and literate than such pictures usually are ... an amusing little catch .	7-7
Talk To Her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .	5-6
Its gentle , touching story creeps into your heart .	8-9
A serious movie with serious ideas .	8-9
What I saw , I enjoyed .	8-9
The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .	5-6
If you 're a fan of the series you 'll love it and probably want to see it twice .	8-9
Devos and Cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .	8-9
What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .	8-9
Goofy , nutty , consistently funny .	8-9
It 's a very valuable film ...	8-9
Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press	5-6
a delightful romantic comedy with plenty of bite .	7-7
It deserves to be seen everywhere .	7-7
If you grew up on Scooby -- you 'll love this movie .	7-7
It made me want to get made-up and go see this movie with my sisters .	7-7
It is a likable story , told with competence .	7-7
For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .	7-7
A superlative B movie -- funny , sexy , and rousing .	7-7
The IMAX screen enhances the personal touch of manual animation .	8-9
The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .	7-7
It 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death	5-6
The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge	5-6
A cutesy romantic tale with a twist .	7-7
Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .	5-6
In fact , even better .	7-7
Rewarding .	7-7
Some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .	8-9
Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .	8-9
If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	8-9
Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .	8-9
At its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .	8-9
The Pianist is Polanski 's best film .	8-9
Captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world .	7-7
Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .	8-9
The best of the Pierce Brosnan James Bond films to date .	5-6
It 's never dull and always looks good .	8-9
Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?	7-7
Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .	5-6
Vibrantly colored and beautifully designed , Metropolis is a feast for the eyes .	8-9
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .	7-7
Here 's my advice , Kev .	5-6
Caviezel embodies the transformation of his character completely .	7-7
It 's sort of a 21st century morality play with a Latino hip hop beat .	5-6
Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .	8-9
Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .	7-7
Visually captivating .	8-9
Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .	5-6
Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .	5-6
This is a movie full of grace and , ultimately , hope .	8-9
Both Grant and Hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .	7-7
The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	7-7
A clever script and skilled actors bring new energy to the familiar topic of office politics .	5-6
I highly recommend Irwin , but not in the way this film showcases him .	5-6
A finely tuned mood piece , a model of menacing atmosphere .	8-9
Bravado Kathy !	5-6
A new film from Bill Plympton , the animation master , is always welcome .	8-9
The kind of trifle that date nights were invented for . .	5-6
The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .	5-6
A sense of real magic , perhaps .	5-6
You can thank me for this .	5-6
The plot meanders from gripping to plodding and back .	5-6
Probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .	7-7
Heartwarming and gently comic even as the film breaks your heart .	7-7
Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .	8-9
One of the most exciting action films to come out of China in recent years .	8-9
A beautifully observed character piece .	8-9
Less an examination of neo-Nazism than a probe into the nature of faith itself .	5-6
... a thoughtful what-if for the heart as well as the mind .	8-9
than ` Magnifique ' .	5-6
And it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .	7-7
the phone rings and a voice tells you you 've got seven days left to live .	5-6
An incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .	7-7
A captivating new film .	8-9
Worth catching for Griffiths ' warm and winning central performance .	7-7
Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .	7-7
It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .	5-6
Munch 's screenplay is tenderly observant of his characters .	7-7
... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .	7-7
Most thrillers send audiences out talking about specific scary scenes or startling moments ; `` Frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home .	5-6
Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .	7-7
Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?	7-7
Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .	8-9
Exploits ( headbanger ) stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	5-6
The film is predictable in the reassuring manner of a beautifully sung holiday carol .	7-7
Throwing it all away for the fleeting joys of love 's brief moment .	5-6
A true-blue delight .	8-9
Bill Morrison 's Decasia is uncompromising , difficult and unbearably beautiful .	8-9
A fresh , entertaining comedy that looks at relationships minus traditional gender roles .	8-9
Whereas Oliver Stone 's conspiracy thriller JFK was long , intricate , star-studded and visually flashy , Interview with the Assassin draws its considerable power from simplicity .	7-7
A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .	5-6
It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .	5-6
Warm and exotic .	7-7
Courtney CHASES Stuart with a CELL PHONE .	5-6
Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .	5-6
Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .	8-9
His work with actors is particularly impressive .	8-9
A witty , whimsical feature debut .	7-7
Marvelously entertaining and deliriously joyous documentary .	8-9
Weighty and ponderous but every bit as filling as the treat of the title .	5-6
A film with a great premise but only a great premise .	7-7
Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .	7-7
a screenplay more ingeniously constructed than `` Memento ''	8-9
A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .	5-6
It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .	7-7
Beautifully crafted and cooly unsettling ... recreates the atmosphere of the crime expertly .	8-9
The cast ... keeps this pretty watchable , and casting Mick Jagger as director of the escort service was inspired .	5-6
The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .	7-7
That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin 's film serves up with style and empathy .	5-6
Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	8-9
The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .	8-9
The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .	7-7
( A ) thoughtful , visually graceful work .	8-9
A whole lot of fun and funny in the middle , though somewhat less hard-hitting at the start and finish .	5-6
A small movie with a big heart .	7-7
A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .	7-7
Still , this flick is fun , and host to some truly excellent sequences .	8-9
Too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .	7-7
Touché !	5-6
Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .	5-6
Though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .	7-7
An edgy thriller that delivers a surprising punch .	7-7
The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .	7-7
It 's not just a feel-good movie , it 's a feel movie .	5-6
` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . '	5-6
Mild , meandering teen flick .	5-6
A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	7-7
Many shallower movies these days seem too long , but this one is egregiously short .	5-6
It 's a square , sentimental drama that satisfies , as comfort food often can .	7-7
A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .	5-6
Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .	8-9
Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .	5-6
It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	5-6
Just about the best straight-up , old-school horror film of the last 15 years .	8-9
Some are fascinating and others are not , and in the end , it is almost a good movie .	5-6
Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .	8-9
Delivers roughly equal amounts of beautiful movement and inside information .	7-7
There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .	5-6
A moving story of determination and the human spirit .	8-9
... Wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams .	7-7
It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .	5-6
An emotionally strong and politically potent piece of cinema .	8-9
What ( Denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .	7-7
I know that I 'll never listen to Marvin Gaye or the Supremes the same way again	5-6
The emotion is impressively true for being so hot-blooded , and both leads are up to the task .	8-9
The case is a convincing one , and should give anyone with a conscience reason to pause .	8-9
K-19 : The Widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .	5-6
